5613, jungle, byg:crag_gardens, WATER_AMBIENT, aquaculture:arapaima,10,1,1
10275, beach, regions_unexplored:grassy_beach, CREATURE, exoticbirds:gull,12,2,5
12887, beach, regions_unexplored:gravel_beach, CREATURE, exoticbirds:gull,12,2,5
8563, beach, byg:basalt_barrera, CREATURE, exoticbirds:heron,10,2,5
5001, swamp, byg:bayou, CREATURE, exoticbirds:heron,10,2,5
5684, swamp, byg:cypress_swamplands, CREATURE, exoticbirds:heron,10,2,5
8512, beach, byg:rainbow_beach, CREATURE, exoticbirds:heron,10,2,5
8241, swamp, byg:white_mangrove_marshes, CREATURE, exoticbirds:heron,10,2,5
8461, beach, byg:windswept_beach, CREATURE, exoticbirds:heron,10,2,5
9971, beach, graveyard_biomes:ancient_dead_coral_reef, CREATURE, exoticbirds:heron,10,2,5
3004, beach, minecraft:beach, CREATURE, exoticbirds:heron,10,2,5
2925, river, minecraft:frozen_river, CREATURE, exoticbirds:heron,10,2,5
2845, river, minecraft:river, CREATURE, exoticbirds:heron,10,2,5
3081, beach, minecraft:snowy_beach, CREATURE, exoticbirds:heron,10,2,5
3160, beach, minecraft:stony_shore, CREATURE, exoticbirds:heron,10,2,5
500, swamp, minecraft:swamp, CREATURE, exoticbirds:heron,10,2,5
12393, swamp, regions_unexplored:bayou, CREATURE, exoticbirds:heron,10,2,5
11284, beach, regions_unexplored:chalk_cliffs, CREATURE, exoticbirds:heron,10,2,5
12730, river, regions_unexplored:cold_river, CREATURE, exoticbirds:heron,10,2,5
11673, swamp, regions_unexplored:fen, CREATURE, exoticbirds:heron,10,2,5
12502, swamp, regions_unexplored:flooded_plains, CREATURE, exoticbirds:heron,10,2,5
10181, swamp, regions_unexplored:giant_bayou, CREATURE, exoticbirds:heron,10,2,5
10276, beach, regions_unexplored:grassy_beach, CREATURE, exoticbirds:heron,10,2,5
12888, beach, regions_unexplored:gravel_beach, CREATURE, exoticbirds:heron,10,2,5
12672, river, regions_unexplored:muddy_river, CREATURE, exoticbirds:heron,10,2,5
4462, plains, byg:allium_fields, CREATURE, exoticbirds:hummingbird,18,2,5
4547, plains, byg:amaranth_fields, CREATURE, exoticbirds:hummingbird,18,2,5
4630, savanna, byg:araucaria_savanna, CREATURE, exoticbirds:hummingbird,18,2,5
4718, forest, byg:aspen_forest, CREATURE, exoticbirds:hummingbird,18,2,5
4912, savanna, byg:baobab_savanna, CREATURE, exoticbirds:hummingbird,18,2,5
8558, beach, byg:basalt_barrera, CREATURE, exoticbirds:hummingbird,18,2,5
4998, swamp, byg:bayou, CREATURE, exoticbirds:hummingbird,18,2,5
5337, forest, byg:cherry_blossom_forest, CREATURE, exoticbirds:hummingbird,18,2,5
6626, plains, byg:coconino_meadow, CREATURE, exoticbirds:hummingbird,18,2,5
5600, jungle, byg:crag_gardens, CREATURE, exoticbirds:hummingbird,18,2,5
6084, forest, byg:ebony_woods, CREATURE, exoticbirds:hummingbird,18,2,5
6166, forest, byg:forgotten_forest, CREATURE, exoticbirds:hummingbird,18,2,5
6341, jungle, byg:guiana_shield, CREATURE, exoticbirds:hummingbird,18,2,5
6470, jungle, byg:jacaranda_forest, CREATURE, exoticbirds:hummingbird,18,2,5
5759, ocean, byg:lush_stacks, CREATURE, exoticbirds:hummingbird,18,2,5
6829, plains, byg:orchard, CREATURE, exoticbirds:hummingbird,18,2,5
6914, plains, byg:prairie, CREATURE, exoticbirds:hummingbird,18,2,5
8507, beach, byg:rainbow_beach, CREATURE, exoticbirds:hummingbird,18,2,5
6995, forest, byg:red_oak_forest, CREATURE, exoticbirds:hummingbird,18,2,5
7072, desert, byg:red_rock_valley, CREATURE, exoticbirds:hummingbird,18,2,5
7702, forest, byg:redwood_thicket, CREATURE, exoticbirds:hummingbird,18,2,5
7151, plains, byg:rose_fields, CREATURE, exoticbirds:hummingbird,18,2,5
7541, plains, byg:sierra_badlands, CREATURE, exoticbirds:hummingbird,18,2,5
6253, plains, byg:temperate_grove, CREATURE, exoticbirds:hummingbird,18,2,5
8314, forest, byg:temperate_rainforest, CREATURE, exoticbirds:hummingbird,18,2,5
8009, jungle, byg:tropical_rainforest, CREATURE, exoticbirds:hummingbird,18,2,5
8238, swamp, byg:white_mangrove_marshes, CREATURE, exoticbirds:hummingbird,18,2,5
8456, beach, byg:windswept_beach, CREATURE, exoticbirds:hummingbird,18,2,5
2044, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:hummingbird,18,2,5
2999, beach, minecraft:beach, CREATURE, exoticbirds:hummingbird,18,2,5
861, forest, minecraft:dark_forest, CREATURE, exoticbirds:hummingbird,18,2,5
3946, underground, minecraft:dripstone_caves, CREATURE, exoticbirds:hummingbird,18,2,5
678, forest, minecraft:flower_forest, CREATURE, exoticbirds:hummingbird,18,2,5
588, forest, minecraft:forest, CREATURE, exoticbirds:hummingbird,18,2,5
1872, jungle, minecraft:jungle, CREATURE, exoticbirds:hummingbird,18,2,5
104, plains, minecraft:plains, CREATURE, exoticbirds:hummingbird,18,2,5
1374, savanna, minecraft:savanna, CREATURE, exoticbirds:hummingbird,18,2,5
1460, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:hummingbird,18,2,5
1957, jungle, minecraft:sparse_jungle, CREATURE, exoticbirds:hummingbird,18,2,5
2769, mountain, minecraft:stony_peaks, CREATURE, exoticbirds:hummingbird,18,2,5
191, plains, minecraft:sunflower_plains, CREATURE, exoticbirds:hummingbird,18,2,5
497, swamp, minecraft:swamp, CREATURE, exoticbirds:hummingbird,18,2,5
1786, savanna, minecraft:windswept_savanna, CREATURE, exoticbirds:hummingbird,18,2,5
13869, underground, quark:glimmering_weald, CREATURE, exoticbirds:hummingbird,18,2,5
10543, jungle, regions_unexplored:bamboo_forest, CREATURE, exoticbirds:hummingbird,18,2,5
10603, savanna, regions_unexplored:baobab_savanna, CREATURE, exoticbirds:hummingbird,18,2,5
12782, plains, regions_unexplored:barley_fields, CREATURE, exoticbirds:hummingbird,18,2,5
10022, underground, regions_unexplored:bioshroom_caves, CREATURE, exoticbirds:hummingbird,18,2,5
12559, forest, regions_unexplored:blackwood_forest, CREATURE, exoticbirds:hummingbird,18,2,5
13609, forest, regions_unexplored:deciduous_forest, CREATURE, exoticbirds:hummingbird,18,2,5
10328, savanna, regions_unexplored:dry_bushland, CREATURE, exoticbirds:hummingbird,18,2,5
13318, jungle, regions_unexplored:eucalyptus_forest, CREATURE, exoticbirds:hummingbird,18,2,5
11670, swamp, regions_unexplored:fen, CREATURE, exoticbirds:hummingbird,18,2,5
11729, jungle, regions_unexplored:fungal_fen, CREATURE, exoticbirds:hummingbird,18,2,5
12336, plains, regions_unexplored:grassland, CREATURE, exoticbirds:hummingbird,18,2,5
10809, underground, regions_unexplored:lush_delta, CREATURE, exoticbirds:hummingbird,18,2,5
13155, forest, regions_unexplored:mauve_hills, CREATURE, exoticbirds:hummingbird,18,2,5
11612, jungle, regions_unexplored:old_growth_rainforest, CREATURE, exoticbirds:hummingbird,18,2,5
10388, forest, regions_unexplored:orchard, CREATURE, exoticbirds:hummingbird,18,2,5
10855, underground, regions_unexplored:prismachasm, CREATURE, exoticbirds:hummingbird,18,2,5
11551, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:hummingbird,18,2,5
13437, jungle, regions_unexplored:redwoods, CREATURE, exoticbirds:hummingbird,18,2,5
13378, jungle, regions_unexplored:roofed_eucalyptus_forest, CREATURE, exoticbirds:hummingbird,18,2,5
13495, jungle, regions_unexplored:sparse_redwoods, CREATURE, exoticbirds:hummingbird,18,2,5
10119, jungle, regions_unexplored:tropics, CREATURE, exoticbirds:hummingbird,18,2,5
2841, river, minecraft:river, CREATURE, exoticbirds:kingfisher,10,2,5
12726, river, regions_unexplored:cold_river, CREATURE, exoticbirds:kingfisher,10,2,5
12668, river, regions_unexplored:muddy_river, CREATURE, exoticbirds:kingfisher,10,2,5
9302, forest, appletreesrev:apple_forest, CREATURE, exoticbirds:kiwi,10,2,5
4722, forest, byg:aspen_forest, CREATURE, exoticbirds:kiwi,10,2,5
5341, forest, byg:cherry_blossom_forest, CREATURE, exoticbirds:kiwi,10,2,5
6088, forest, byg:ebony_woods, CREATURE, exoticbirds:kiwi,10,2,5
6170, forest, byg:forgotten_forest, CREATURE, exoticbirds:kiwi,10,2,5
6999, forest, byg:red_oak_forest, CREATURE, exoticbirds:kiwi,10,2,5
7706, forest, byg:redwood_thicket, CREATURE, exoticbirds:kiwi,10,2,5
8318, forest, byg:temperate_rainforest, CREATURE, exoticbirds:kiwi,10,2,5
865, forest, minecraft:dark_forest, CREATURE, exoticbirds:kiwi,10,2,5
682, forest, minecraft:flower_forest, CREATURE, exoticbirds:kiwi,10,2,5
592, forest, minecraft:forest, CREATURE, exoticbirds:kiwi,10,2,5
12563, forest, regions_unexplored:blackwood_forest, CREATURE, exoticbirds:kiwi,10,2,5
13613, forest, regions_unexplored:deciduous_forest, CREATURE, exoticbirds:kiwi,10,2,5
13158, forest, regions_unexplored:mauve_hills, CREATURE, exoticbirds:kiwi,10,2,5
10392, forest, regions_unexplored:orchard, CREATURE, exoticbirds:kiwi,10,2,5
10224, forest, regions_unexplored:smouldering_woodland, CREATURE, exoticbirds:kiwi,10,2,5
11992, forest, regions_unexplored:wooded_steppe, CREATURE, exoticbirds:kiwi,10,2,5
4634, savanna, byg:araucaria_savanna, CREATURE, exoticbirds:kookaburra,10,2,5
4916, savanna, byg:baobab_savanna, CREATURE, exoticbirds:kookaburra,10,2,5
1378, savanna, minecraft:savanna, CREATURE, exoticbirds:kookaburra,10,2,5
1464, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:kookaburra,10,2,5
1790, savanna, minecraft:windswept_savanna, CREATURE, exoticbirds:kookaburra,10,2,5
10607, savanna, regions_unexplored:baobab_savanna, CREATURE, exoticbirds:kookaburra,10,2,5
10332, savanna, regions_unexplored:dry_bushland, CREATURE, exoticbirds:kookaburra,10,2,5
9299, forest, appletreesrev:apple_forest, CREATURE, exoticbirds:lyrebird,10,2,5
4717, forest, byg:aspen_forest, CREATURE, exoticbirds:lyrebird,10,2,5
5336, forest, byg:cherry_blossom_forest, CREATURE, exoticbirds:lyrebird,10,2,5
5599, jungle, byg:crag_gardens, CREATURE, exoticbirds:lyrebird,10,2,5
6083, forest, byg:ebony_woods, CREATURE, exoticbirds:lyrebird,10,2,5
6165, forest, byg:forgotten_forest, CREATURE, exoticbirds:lyrebird,10,2,5
6340, jungle, byg:guiana_shield, CREATURE, exoticbirds:lyrebird,10,2,5
6469, jungle, byg:jacaranda_forest, CREATURE, exoticbirds:lyrebird,10,2,5
6994, forest, byg:red_oak_forest, CREATURE, exoticbirds:lyrebird,10,2,5
7701, forest, byg:redwood_thicket, CREATURE, exoticbirds:lyrebird,10,2,5
8313, forest, byg:temperate_rainforest, CREATURE, exoticbirds:lyrebird,10,2,5
8008, jungle, byg:tropical_rainforest, CREATURE, exoticbirds:lyrebird,10,2,5
9804, forest, graveyard_biomes:haunted_forest, CREATURE, exoticbirds:lyrebird,10,2,5
9906, forest, graveyard_biomes:haunted_lakes, CREATURE, exoticbirds:lyrebird,10,2,5
2043, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:lyrebird,10,2,5
768, forest, minecraft:birch_forest, CREATURE, exoticbirds:lyrebird,10,2,5
860, forest, minecraft:dark_forest, CREATURE, exoticbirds:lyrebird,10,2,5
677, forest, minecraft:flower_forest, CREATURE, exoticbirds:lyrebird,10,2,5
587, forest, minecraft:forest, CREATURE, exoticbirds:lyrebird,10,2,5
1871, jungle, minecraft:jungle, CREATURE, exoticbirds:lyrebird,10,2,5
951, forest, minecraft:old_growth_birch_forest, CREATURE, exoticbirds:lyrebird,10,2,5
1956, jungle, minecraft:sparse_jungle, CREATURE, exoticbirds:lyrebird,10,2,5
10904, forest, regions_unexplored:alpha_grove, CREATURE, exoticbirds:lyrebird,10,2,5
10542, jungle, regions_unexplored:bamboo_forest, CREATURE, exoticbirds:lyrebird,10,2,5
12558, forest, regions_unexplored:blackwood_forest, CREATURE, exoticbirds:lyrebird,10,2,5
11224, forest, regions_unexplored:cherry_hills, CREATURE, exoticbirds:lyrebird,10,2,5
13608, forest, regions_unexplored:deciduous_forest, CREATURE, exoticbirds:lyrebird,10,2,5
13317, jungle, regions_unexplored:eucalyptus_forest, CREATURE, exoticbirds:lyrebird,10,2,5
11728, jungle, regions_unexplored:fungal_fen, CREATURE, exoticbirds:lyrebird,10,2,5
13154, forest, regions_unexplored:mauve_hills, CREATURE, exoticbirds:lyrebird,10,2,5
11611, jungle, regions_unexplored:old_growth_rainforest, CREATURE, exoticbirds:lyrebird,10,2,5
10387, forest, regions_unexplored:orchard, CREATURE, exoticbirds:lyrebird,10,2,5
11550, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:lyrebird,10,2,5
13436, jungle, regions_unexplored:redwoods, CREATURE, exoticbirds:lyrebird,10,2,5
13377, jungle, regions_unexplored:roofed_eucalyptus_forest, CREATURE, exoticbirds:lyrebird,10,2,5
12992, forest, regions_unexplored:silver_birch_forest, CREATURE, exoticbirds:lyrebird,10,2,5
10222, forest, regions_unexplored:smouldering_woodland, CREATURE, exoticbirds:lyrebird,10,2,5
13494, jungle, regions_unexplored:sparse_redwoods, CREATURE, exoticbirds:lyrebird,10,2,5
12279, forest, regions_unexplored:temperate_grove, CREATURE, exoticbirds:lyrebird,10,2,5
10118, jungle, regions_unexplored:tropics, CREATURE, exoticbirds:lyrebird,10,2,5
11440, forest, regions_unexplored:willow_forest, CREATURE, exoticbirds:lyrebird,10,2,5
11989, forest, regions_unexplored:wooded_steppe, CREATURE, exoticbirds:lyrebird,10,2,5
5604, jungle, byg:crag_gardens, CREATURE, exoticbirds:macaw,10,2,5
6345, jungle, byg:guiana_shield, CREATURE, exoticbirds:macaw,10,2,5
6474, jungle, byg:jacaranda_forest, CREATURE, exoticbirds:macaw,10,2,5
8013, jungle, byg:tropical_rainforest, CREATURE, exoticbirds:macaw,10,2,5
2048, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:macaw,10,2,5
1876, jungle, minecraft:jungle, CREATURE, exoticbirds:macaw,10,2,5
1961, jungle, minecraft:sparse_jungle, CREATURE, exoticbirds:macaw,10,2,5
10547, jungle, regions_unexplored:bamboo_forest, CREATURE, exoticbirds:macaw,10,2,5
13322, jungle, regions_unexplored:eucalyptus_forest, CREATURE, exoticbirds:macaw,10,2,5
11733, jungle, regions_unexplored:fungal_fen, CREATURE, exoticbirds:macaw,10,2,5
11616, jungle, regions_unexplored:old_growth_rainforest, CREATURE, exoticbirds:macaw,10,2,5
11555, jungle, regions_unexplored:rainforest, CREATURE, exoticbirds:macaw,10,2,5
13441, jungle, regions_unexplored:redwoods, CREATURE, exoticbirds:macaw,10,2,5
13382, jungle, regions_unexplored:roofed_eucalyptus_forest, CREATURE, exoticbirds:macaw,10,2,5
13499, jungle, regions_unexplored:sparse_redwoods, CREATURE, exoticbirds:macaw,10,2,5
10123, jungle, regions_unexplored:tropics, CREATURE, exoticbirds:macaw,10,2,5
4720, forest, byg:aspen_forest, CREATURE, exoticbirds:magpie,12,2,5
7232, forest, byg:autumnal_forest, CREATURE, exoticbirds:magpie,12,2,5
5165, forest, byg:borealis_grove, CREATURE, exoticbirds:magpie,12,2,5
5339, forest, byg:cherry_blossom_forest, CREATURE, exoticbirds:magpie,12,2,5
5426, forest, byg:cika_woods, CREATURE, exoticbirds:magpie,12,2,5
6086, forest, byg:ebony_woods, CREATURE, exoticbirds:magpie,12,2,5
6168, forest, byg:forgotten_forest, CREATURE, exoticbirds:magpie,12,2,5
7945, forest, byg:fragment_forest, CREATURE, exoticbirds:magpie,12,2,5
6997, forest, byg:red_oak_forest, CREATURE, exoticbirds:magpie,12,2,5
7704, forest, byg:redwood_thicket, CREATURE, exoticbirds:magpie,12,2,5
8316, forest, byg:temperate_rainforest, CREATURE, exoticbirds:magpie,12,2,5
8087, forest, byg:twilight_meadow, CREATURE, exoticbirds:magpie,12,2,5
8176, forest, byg:weeping_witch_forest, CREATURE, exoticbirds:magpie,12,2,5
9853, forest, graveyard_biomes:eroded_haunted_forest, CREATURE, exoticbirds:magpie,12,2,5
9806, forest, graveyard_biomes:haunted_forest, CREATURE, exoticbirds:magpie,12,2,5
9908, forest, graveyard_biomes:haunted_lakes, CREATURE, exoticbirds:magpie,12,2,5
770, forest, minecraft:birch_forest, CREATURE, exoticbirds:magpie,12,2,5
863, forest, minecraft:dark_forest, CREATURE, exoticbirds:magpie,12,2,5
680, forest, minecraft:flower_forest, CREATURE, exoticbirds:magpie,12,2,5
590, forest, minecraft:forest, CREATURE, exoticbirds:magpie,12,2,5
2456, forest, minecraft:grove, CREATURE, exoticbirds:magpie,12,2,5
953, forest, minecraft:old_growth_birch_forest, CREATURE, exoticbirds:magpie,12,2,5
10906, forest, regions_unexplored:alpha_grove, CREATURE, exoticbirds:magpie,12,2,5
12097, forest, regions_unexplored:autumnal_maple_forest, CREATURE, exoticbirds:magpie,12,2,5
12561, forest, regions_unexplored:blackwood_forest, CREATURE, exoticbirds:magpie,12,2,5
11226, forest, regions_unexplored:cherry_hills, CREATURE, exoticbirds:magpie,12,2,5
13611, forest, regions_unexplored:deciduous_forest, CREATURE, exoticbirds:magpie,12,2,5
11167, forest, regions_unexplored:maple_forest, CREATURE, exoticbirds:magpie,12,2,5
10390, forest, regions_unexplored:orchard, CREATURE, exoticbirds:magpie,12,2,5
12994, forest, regions_unexplored:silver_birch_forest, CREATURE, exoticbirds:magpie,12,2,5
12281, forest, regions_unexplored:temperate_grove, CREATURE, exoticbirds:magpie,12,2,5
11442, forest, regions_unexplored:willow_forest, CREATURE, exoticbirds:magpie,12,2,5
4629, savanna, byg:araucaria_savanna, CREATURE, exoticbirds:ostrich,10,2,5
4770, desert, byg:atacama_desert, CREATURE, exoticbirds:ostrich,10,2,5
4911, savanna, byg:baobab_savanna, CREATURE, exoticbirds:ostrich,10,2,5
7471, desert, byg:firecracker_shrubland, CREATURE, exoticbirds:ostrich,10,2,5
6706, desert, byg:mojave_desert, CREATURE, exoticbirds:ostrich,10,2,5
7071, desert, byg:red_rock_valley, CREATURE, exoticbirds:ostrich,10,2,5
6010, desert, byg:windswept_desert, CREATURE, exoticbirds:ostrich,10,2,5
5950, desert, byg:windswept_dunes, CREATURE, exoticbirds:ostrich,10,2,5
420, desert, minecraft:desert, CREATURE, exoticbirds:ostrich,10,2,5
1373, savanna, minecraft:savanna, CREATURE, exoticbirds:ostrich,10,2,5
1459, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:ostrich,10,2,5
1785, savanna, minecraft:windswept_savanna, CREATURE, exoticbirds:ostrich,10,2,5
10602, savanna, regions_unexplored:baobab_savanna, CREATURE, exoticbirds:ostrich,10,2,5
10327, savanna, regions_unexplored:dry_bushland, CREATURE, exoticbirds:ostrich,10,2,5
11060, desert, regions_unexplored:joshua_desert, CREATURE, exoticbirds:ostrich,10,2,5
11834, desert, regions_unexplored:outback, CREATURE, exoticbirds:ostrich,10,2,5
11785, desert, regions_unexplored:saguaro_desert, CREATURE, exoticbirds:ostrich,10,2,5
7233, forest, byg:autumnal_forest, CREATURE, exoticbirds:owl,10,2,5
7317, taiga, byg:autumnal_taiga, CREATURE, exoticbirds:owl,10,2,5
5082, taiga, byg:black_forest, CREATURE, exoticbirds:owl,10,2,5
5166, forest, byg:borealis_grove, CREATURE, exoticbirds:owl,10,2,5
5427, forest, byg:cika_woods, CREATURE, exoticbirds:owl,10,2,5
5511, taiga, byg:coniferous_forest, CREATURE, exoticbirds:owl,10,2,5
7946, forest, byg:fragment_forest, CREATURE, exoticbirds:owl,10,2,5
7869, taiga, byg:frosted_coniferous_forest, CREATURE, exoticbirds:owl,10,2,5
7791, taiga, byg:frosted_taiga, CREATURE, exoticbirds:owl,10,2,5
6550, taiga, byg:maple_taiga, CREATURE, exoticbirds:owl,10,2,5
8088, forest, byg:twilight_meadow, CREATURE, exoticbirds:owl,10,2,5
8177, forest, byg:weeping_witch_forest, CREATURE, exoticbirds:owl,10,2,5
8402, taiga, byg:zelkova_forest, CREATURE, exoticbirds:owl,10,2,5
9854, forest, graveyard_biomes:eroded_haunted_forest, CREATURE, exoticbirds:owl,10,2,5
9807, forest, graveyard_biomes:haunted_forest, CREATURE, exoticbirds:owl,10,2,5
9909, forest, graveyard_biomes:haunted_lakes, CREATURE, exoticbirds:owl,10,2,5
771, forest, minecraft:birch_forest, CREATURE, exoticbirds:owl,10,2,5
2457, forest, minecraft:grove, CREATURE, exoticbirds:owl,10,2,5
954, forest, minecraft:old_growth_birch_forest, CREATURE, exoticbirds:owl,10,2,5
1040, taiga, minecraft:old_growth_pine_taiga, CREATURE, exoticbirds:owl,10,2,5
1126, taiga, minecraft:old_growth_spruce_taiga, CREATURE, exoticbirds:owl,10,2,5
1296, taiga, minecraft:snowy_taiga, CREATURE, exoticbirds:owl,10,2,5
1209, taiga, minecraft:taiga, CREATURE, exoticbirds:owl,10,2,5
10907, forest, regions_unexplored:alpha_grove, CREATURE, exoticbirds:owl,10,2,5
12098, forest, regions_unexplored:autumnal_maple_forest, CREATURE, exoticbirds:owl,10,2,5
11498, taiga, regions_unexplored:autumnal_mixed_taiga, CREATURE, exoticbirds:owl,10,2,5
12939, taiga, regions_unexplored:boreal_forest, CREATURE, exoticbirds:owl,10,2,5
11112, taiga, regions_unexplored:canadian_forest, CREATURE, exoticbirds:owl,10,2,5
11227, forest, regions_unexplored:cherry_hills, CREATURE, exoticbirds:owl,10,2,5
13719, taiga, regions_unexplored:cold_boreal_forest, CREATURE, exoticbirds:owl,10,2,5
13772, taiga, regions_unexplored:golden_boreal_forest, CREATURE, exoticbirds:owl,10,2,5
11168, forest, regions_unexplored:maple_forest, CREATURE, exoticbirds:owl,10,2,5
13824, taiga, regions_unexplored:old_growth_boreal_forest, CREATURE, exoticbirds:owl,10,2,5
13265, taiga, regions_unexplored:pine_forest, CREATURE, exoticbirds:owl,10,2,5
12995, forest, regions_unexplored:silver_birch_forest, CREATURE, exoticbirds:owl,10,2,5
12282, forest, regions_unexplored:temperate_grove, CREATURE, exoticbirds:owl,10,2,5
11443, forest, regions_unexplored:willow_forest, CREATURE, exoticbirds:owl,10,2,5
9300, forest, appletreesrev:apple_forest, CREATURE, exoticbirds:peafowl,10,2,5
4463, plains, byg:allium_fields, CREATURE, exoticbirds:peafowl,10,2,5
4548, plains, byg:amaranth_fields, CREATURE, exoticbirds:peafowl,10,2,5
4719, forest, byg:aspen_forest, CREATURE, exoticbirds:peafowl,10,2,5
5338, forest, byg:cherry_blossom_forest, CREATURE, exoticbirds:peafowl,10,2,5
6627, plains, byg:coconino_meadow, CREATURE, exoticbirds:peafowl,10,2,5
6085, forest, byg:ebony_woods, CREATURE, exoticbirds:peafowl,10,2,5
6167, forest, byg:forgotten_forest, CREATURE, exoticbirds:peafowl,10,2,5
6830, plains, byg:orchard, CREATURE, exoticbirds:peafowl,10,2,5
6915, plains, byg:prairie, CREATURE, exoticbirds:peafowl,10,2,5
6996, forest, byg:red_oak_forest, CREATURE, exoticbirds:peafowl,10,2,5
7703, forest, byg:redwood_thicket, CREATURE, exoticbirds:peafowl,10,2,5
7152, plains, byg:rose_fields, CREATURE, exoticbirds:peafowl,10,2,5
7542, plains, byg:sierra_badlands, CREATURE, exoticbirds:peafowl,10,2,5
6254, plains, byg:temperate_grove, CREATURE, exoticbirds:peafowl,10,2,5
8315, forest, byg:temperate_rainforest, CREATURE, exoticbirds:peafowl,10,2,5
9805, forest, graveyard_biomes:haunted_forest, CREATURE, exoticbirds:peafowl,10,2,5
9907, forest, graveyard_biomes:haunted_lakes, CREATURE, exoticbirds:peafowl,10,2,5
769, forest, minecraft:birch_forest, CREATURE, exoticbirds:peafowl,10,2,5
862, forest, minecraft:dark_forest, CREATURE, exoticbirds:peafowl,10,2,5
679, forest, minecraft:flower_forest, CREATURE, exoticbirds:peafowl,10,2,5
589, forest, minecraft:forest, CREATURE, exoticbirds:peafowl,10,2,5
952, forest, minecraft:old_growth_birch_forest, CREATURE, exoticbirds:peafowl,10,2,5
105, plains, minecraft:plains, CREATURE, exoticbirds:peafowl,10,2,5
192, plains, minecraft:sunflower_plains, CREATURE, exoticbirds:peafowl,10,2,5
10905, forest, regions_unexplored:alpha_grove, CREATURE, exoticbirds:peafowl,10,2,5
12783, plains, regions_unexplored:barley_fields, CREATURE, exoticbirds:peafowl,10,2,5
12560, forest, regions_unexplored:blackwood_forest, CREATURE, exoticbirds:peafowl,10,2,5
11225, forest, regions_unexplored:cherry_hills, CREATURE, exoticbirds:peafowl,10,2,5
13610, forest, regions_unexplored:deciduous_forest, CREATURE, exoticbirds:peafowl,10,2,5
10762, plains, regions_unexplored:flower_field, CREATURE, exoticbirds:peafowl,10,2,5
12337, plains, regions_unexplored:grassland, CREATURE, exoticbirds:peafowl,10,2,5
10657, plains, regions_unexplored:lupine_plains, CREATURE, exoticbirds:peafowl,10,2,5
13156, forest, regions_unexplored:mauve_hills, CREATURE, exoticbirds:peafowl,10,2,5
10389, forest, regions_unexplored:orchard, CREATURE, exoticbirds:peafowl,10,2,5
12837, plains, regions_unexplored:poppy_fields, CREATURE, exoticbirds:peafowl,10,2,5
13048, plains, regions_unexplored:shrubland, CREATURE, exoticbirds:peafowl,10,2,5
12993, forest, regions_unexplored:silver_birch_forest, CREATURE, exoticbirds:peafowl,10,2,5
11935, plains, regions_unexplored:steppe, CREATURE, exoticbirds:peafowl,10,2,5
12280, forest, regions_unexplored:temperate_grove, CREATURE, exoticbirds:peafowl,10,2,5
11441, forest, regions_unexplored:willow_forest, CREATURE, exoticbirds:peafowl,10,2,5
11990, forest, regions_unexplored:wooded_steppe, CREATURE, exoticbirds:peafowl,10,2,5
8564, beach, byg:basalt_barrera, CREATURE, exoticbirds:pelican,10,2,5
8513, beach, byg:rainbow_beach, CREATURE, exoticbirds:pelican,10,2,5
8462, beach, byg:windswept_beach, CREATURE, exoticbirds:pelican,10,2,5
9972, beach, graveyard_biomes:ancient_dead_coral_reef, CREATURE, exoticbirds:pelican,10,2,5
3005, beach, minecraft:beach, CREATURE, exoticbirds:pelican,10,2,5
2846, river, minecraft:river, CREATURE, exoticbirds:pelican,10,2,5
10277, beach, regions_unexplored:grassy_beach, CREATURE, exoticbirds:pelican,10,2,5
12673, river, regions_unexplored:muddy_river, CREATURE, exoticbirds:pelican,10,2,5
5252, extreme_hills, byg:canadian_shield, CREATURE, exoticbirds:penguin,10,2,5
6756, icy, byg:cardinal_tundra, CREATURE, exoticbirds:penguin,10,2,5
7868, taiga, byg:frosted_coniferous_forest, CREATURE, exoticbirds:penguin,10,2,5
7790, taiga, byg:frosted_taiga, CREATURE, exoticbirds:penguin,10,2,5
7393, icy, byg:shattered_glacier, CREATURE, exoticbirds:penguin,10,2,5
3744, ocean, minecraft:frozen_ocean, CREATURE, exoticbirds:penguin,10,2,5
2619, mountain, minecraft:frozen_peaks, CREATURE, exoticbirds:penguin,10,2,5
2922, river, minecraft:frozen_river, CREATURE, exoticbirds:penguin,10,2,5
2455, forest, minecraft:grove, CREATURE, exoticbirds:penguin,10,2,5
346, icy, minecraft:ice_spikes, CREATURE, exoticbirds:penguin,10,2,5
2699, mountain, minecraft:jagged_peaks, CREATURE, exoticbirds:penguin,10,2,5
3078, beach, minecraft:snowy_beach, CREATURE, exoticbirds:penguin,10,2,5
272, icy, minecraft:snowy_plains, CREATURE, exoticbirds:penguin,10,2,5
2539, mountain, minecraft:snowy_slopes, CREATURE, exoticbirds:penguin,10,2,5
1295, taiga, minecraft:snowy_taiga, CREATURE, exoticbirds:penguin,10,2,5
13718, taiga, regions_unexplored:cold_boreal_forest, CREATURE, exoticbirds:penguin,10,2,5
